,molecule_chembl_id,IC50,units,units.1,smiles,pIC50
2965,CHEMBL471842,870.0,nM,nM,CN1CCC(NC(=O)C[C@H](N)Cc2ccccc2F)(c2ccccc2)CC1,6.060480747381382
2966,CHEMBL245772,870.0,nM,uM,CN(C)C(=O)[C@@H](c1ccc(NS(=O)(=O)c2ccccc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,6.060480747381382
2967,CHEMBL1812907,870.0,nM,uM,COc1ccc2c(=O)n(CC(C)C)c(CN)c(-c3ccccc3)c2c1,6.060480747381382
2968,CHEMBL431885,870.0,nM,nM,N[C@H](C(=O)N1C[C@H](F)[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,6.060480747381382
2969,CHEMBL382045,875.0,nM,nM,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(CO)Cc2ccccc2C1,6.057991946977687
2970,CHEMBL2086604,879.0,nM,nM,COc1ccc(C(=O)Nc2ccc(C(=O)N3CCC[C@H]3C(N)=O)cc2)cc1,6.056011124926228
2971,CHEMBL3236110,885.0,nM,nM,NC[C@H]1CN(Cc2ccccc2)C(=O)C[C@@H]1c1cc(F)ccc1F,6.053056729302174
2972,CHEMBL2086588,890.0,nM,nM,COc1ccc(C(=O)NCCC(=O)N2CCC[C@H]2C(N)=O)cc1,6.050609993355087
2973,CHEMBL91933,890.0,nM,uM,O=Cc1ccc(-c2ccc(-c3cccs3)s2)s1,6.050609993355087
2974,CHEMBL3899590,890.0,nM,uM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCCC3)CC1)c(=O)n2C,6.050609993355087
2975,CHEMBL1650442,890.0,nM,uM,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccc(F)cc2Cl)c1=O,6.050609993355087
2976,CHEMBL1683124,910.0,nM,uM,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@H](NCCCC(F)(F)F)CC1,6.040958607678906
2977,CHEMBL2408646,910.0,nM,nM,CC(C)=CCn1c(O[C@@H]2CCNC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,6.040958607678906
2978,CHEMBL3236111,910.0,nM,nM,NC[C@H]1CN(Cc2ccc(C(F)(F)F)cc2)C(=O)C[C@@H]1c1cc(F)ccc1F,6.040958607678906
2979,CHEMBL216203,911.0,nM,uM,C[C@H](CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,6.040481623027002
2980,CHEMBL331950,920.0,nM,uM,NCc1c(-c2ccc(Cl)cc2Cl)cc(-c2ccccc2)nc1N,6.036212172654444
2981,CHEMBL360488,922.0,nM,nM,CC(C)[C@@H]1CNCCN1C(=O)C[C@H](N)Cc1ccccc1F,6.035269078946371
2982,CHEMBL187118,931.0,nM,nM,N[C@@H](CC(=O)N1CCSC1)Cc1ccccc1F,6.031050319018657
2983,CHEMBL1688418,937.0,nM,uM,CCOC(=O)C1CCN(C(=O)c2cc(-c3ccc(F)cc3)c(CN)c(C)n2)CC1,6.028260409112222
2984,CHEMBL3973741,950.0,nM,uM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,6.022276394711152
2985,CHEMBL208756,955.0,nM,nM,COCCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,6.019996628416253
2986,CHEMBL192983,968.0,nM,nM,C[C@@H](c1ccccc1)[C@H](N)C(=O)N1CCSC1,6.014124642691606
2987,CHEMBL3616913,980.0,nM,uM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(C(C)C)c(=O)n2C,6.008773924307505
2988,CHEMBL1812900,980.0,nM,uM,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(C(=O)O)ccc2c1=O.Cl,6.008773924307505
2989,CHEMBL189645,980.0,nM,uM,N[C@@H](Cc1ccc(-c2ccc(F)cc2)cc1)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,6.008773924307505
2990,CHEMBL185351,981.0,nM,nM,Cc1ccccc1C[C@@H](N)CC(=O)N1CCSC1,6.008330992620051
2991,CHEMBL210522,984.0,nM,uM,CC1(C)N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N1Cc2ccccc2C1,6.007004901568658
2992,CHEMBL96453,988.0,nM,nM,N#C[C@@H]1CCCN1C(=O)CNCc1ccccc1,6.005243055412372
2993,CHEMBL329282,989.0,nM,nM,N#C[C@@H]1CCCN1C(=O)CNCCNc1ncccc1C(F)(F)F,6.004803708402821
2994,CHEMBL375414,990.0,nM,uM,C[C@H](c1nc(-c2ccccc2Cl)no1)[C@H](N)C(=O)N1CCCC1,6.004364805402449
2995,CHEMBL392083,990.0,nM,nM,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3ccccn3)CN1CC2,6.004364805402449
2996,CHEMBL1650417,990.0,nM,uM,COc1ccccc1-c1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,6.004364805402449
2997,CHEMBL557776,990.0,nM,nM,Cl.N[C@@H](CC(=O)N1CCCN1C(=O)Nc1ccccc1)Cc1cc(F)c(F)cc1F,6.004364805402449
2998,CHEMBL1683099,990.0,nM,uM,CC(=O)N(C)[C@H]1CC[C@@H]([C@H](N)Cc2cc(F)ccc2F)CC1,6.004364805402449
2999,CHEMBL231654,995.0,nM,nM,N[C@H](C(=O)N1CCC(F)(F)C1)[C@@H]1CCN(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)C1,6.002176919254275
3000,CHEMBL3236114,997.0,nM,nM,Cc1cc(=O)n2nc(N3C[C@H](CN)[C@@H](c4cc(F)ccc4F)CC3=O)ccc2n1,6.001304841688344
3001,CHEMBL255769,1000.0,nM,uM,Cn1cnc2ccc(-c3ccccc3)c(CN)c21,6.0
3002,CHEMBL1683113,1000.0,nM,uM,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@@H](N2CCC(F)(F)C2)CC1,6.0
3003,CHEMBL471633,1000.0,nM,nM,N[C@@H](CC(=O)NC1(c2ccccc2)CCN(Cc2ccccc2)CC1)Cc1ccccc1F,6.0
3004,CHEMBL399409,1000.0,nM,nM,N[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1c1ccc(Cl)c(Cl)c1,6.0
3005,CHEMBL397743,1018.0,nM,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1c(F)c(F)c(F)c(F)c1F,5.99225222199926
3006,CHEMBL3236113,1023.0,nM,nM,NC[C@H]1CN(c2nccn3cnnc23)C(=O)C[C@@H]1c1cc(F)ccc1F,5.99012436628784
3007,CHEMBL3236112,1034.0,nM,nM,NC[C@H]1CN(c2ccc3ccccc3n2)C(=O)C[C@@H]1c1cc(F)ccc1F,5.985479461242076
3008,CHEMBL186611,1040.0,nM,nM,N[C@@H](CC(=O)N1CCCC[C@H]1Cc1ccccc1)Cc1ccccc1F,5.982966660701219
3009,CHEMBL397010,1050.0,nM,nM,CC1CCNC(=O)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,5.978810700930062
3010,CHEMBL3618038,1060.0,nM,uM,Cc1ccnc(-n2c(C)nc3c(cnn3-c3ccccc3)c2=O)c1,5.97469413473523
3011,CHEMBL1276591,1060.0,nM,nM,N[C@@H](CC(=O)N1CCN2C(=O)NCC2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,5.97469413473523
3012,CHEMBL2159176,1070.0,nM,nM,Cn1c(=O)c2c(-c3ccc(F)cc3)c(CN)c(N)nc2n(C)c1=O,5.97061622231479
3013,CHEMBL2206479,1100.0,nM,uM,N[C@@H](CC(=O)NC1(c2nc(-c3ccc(Cl)cc3)cs2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,5.958607314841775
3014,CHEMBL1812902,1100.0,nM,uM,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(C#N)ccc2c1=O.Cl,5.958607314841775
3015,CHEMBL4754343,1100.0,nM,uM,N[C@@H]1CCCN(c2cc(NCCc3ccc(Cl)cc3Cl)n3nccc3n2)C1,5.958607314841775
3016,CHEMBL202634,1100.0,nM,uM,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)CC1.O=C(O)C(F)(F)F,5.958607314841775
3017,CHEMBL260198,1100.0,nM,nM,C[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@H]1C(=O)N(C)C,5.958607314841775
3018,CHEMBL362976,1100.0,nM,uM,C[C@@H](c1ccccc1F)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,5.958607314841775
3019,CHEMBL360167,1100.0,nM,nM,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@H](N)Cc3ccc(F)c(F)c3)[C@@H](Cc3ccccc3)C2)c1,5.958607314841775
3020,CHEMBL192781,1100.0,nM,uM,C[C@@H](c1cccc(Cl)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,5.958607314841775
3021,CHEMBL1812909,1100.0,nM,uM,CC(C)Cn1c(CN)c(-c2ccccc2)c2ccc(OCC(N)=O)cc2c1=O.Cl,5.958607314841775
3022,CHEMBL3329631,1100.0,nM,nM,Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)c3ccccc3nc21,5.958607314841775
3023,CHEMBL353590,1100.0,nM,uM,COc1ccc(NC(=O)O[C@@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,5.958607314841775
3024,CHEMBL2011534,1100.0,nM,uM,N[C@H]1CN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C[C@@H]1c1cc(F)c(F)cc1F,5.958607314841775
3025,CHEMBL366173,1100.0,nM,uM,C[C@@H](c1ccc(F)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,5.958607314841775
3026,CHEMBL539243,1100.0,nM,uM,CCOC(=O)c1cnc(CN)c2c(OC)c(OC)c(OC)cc12.Cl,5.958607314841775
3027,CHEMBL202711,1108.0,nM,nM,CC(C)(CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,5.955460239607589
3028,CHEMBL379260,1110.0,nM,nM,CC(C)(CO)NCC(=O)N1[C@H](C#N)CC[C@@H]1C#N,5.954677021213342
3029,CHEMBL590330,1150.0,nM,nM,COc1cc2c(cc1OC)C1CC(N)C(N3CCOC3=O)CN1CC2,5.939302159646388
3030,CHEMBL209127,1160.0,nM,nM,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(Cc2ccccc2)CCC1,5.935542010773082
3031,CHEMBL437026,1165.0,nM,uM,CC(c1nc(-c2ccc(Cl)cc2Cl)no1)[C@H](N)C(F)=C1CCCC1.O=C(O)C(F)(F)F,5.933674074637962
3032,CHEMBL3806164,1170.0,nM,nM,N[C@H]1C[C@H](N2Cc3nn4cccnc4c3C2)CC[C@@H]1c1cc(F)ccc1F,5.931814138253838
3033,CHEMBL322903,1170.0,nM,nM,N#Cc1ccc(NCCNCC(=O)N2CCC[C@@H]2C#N)nc1,5.931814138253838
3034,CHEMBL4798053,1200.0,nM,uM,Cc1ccc(Nc2cc(N3CCC[C@@H](N)C3)nc3ccnn23)c(N)c1,5.920818753952375
3035,CHEMBL172624,1200.0,nM,uM,N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,5.920818753952375
3036,CHEMBL4213950,1200.0,nM,uM,O=c1cc(N2CCNCC2)n(Cc2ccccc2[N+](=O)[O-])c2ccnn12,5.920818753952375
3037,CHEMBL184593,1200.0,nM,nM,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1cccc(C(=O)O)c1)Cc1ccccc1.O=C(O)C(F)(F)F,5.920818753952375
3038,CHEMBL4087191,1200.0,nM,nM,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(Br)cnc2c1=O,5.920818753952375
3039,CHEMBL183098,1200.0,nM,nM,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccccc1C(=O)O)Cc1ccccc1.O=C(O)C(F)(F)F,5.920818753952375
3040,CHEMBL373319,1200.0,nM,nM,CCCC[C@@H](NC(=O)[C@@H](N)CCCN)B(O)O,5.920818753952375
3041,CHEMBL4079304,1200.0,nM,nM,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(Br)ccc2c1=O,5.920818753952375
3042,CHEMBL220404,1210.0,nM,uM,C[C@H](c1noc(-c2ccc(Cl)cc2Cl)n1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,5.917214629683549
3043,CHEMBL380681,1220.0,nM,nM,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(CO)CCOCC1,5.913640169325252
3044,CHEMBL3616904,1230.0,nM,uM,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccccc1)c(=O)n2C,5.910094888560602
3045,CHEMBL1276682,1236.0,nM,nM,N[C@@H](CC(=O)N1CCN2C(=O)N(Cc3ccc(F)cc3)CC2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,5.907981529247203
3046,CHEMBL1276619,1240.0,nM,nM,CN1CC2CN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CCN2C1=O.O=C(O)/C=C/C(=O)O,5.906578314837764
3047,CHEMBL410187,1247.0,nM,nM,N[C@@H](CC(=O)N1CCN(c2ccc(Cl)cc2)CC1)Cc1ccccc1F,5.904133546521457
3048,CHEMBL3618140,1250.0,nM,uM,O=C(Nc1ccc(F)cc1)c1cnn(-c2ccccc2)c1NC(=O)C(F)(F)F,5.903089986991944
3049,CHEMBL4247814,1270.0,nM,uM,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](NCC(=O)N1CCC[C@H]1C#N)C2,5.896196279044043
3050,CHEMBL519272,1300.0,nM,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ncccc3Cl)C[C@@H]21,5.886056647693163
3051,CHEMBL236085,1300.0,nM,nM,N[C@H]1CN(c2cc(-c3cccc(OC(F)(F)F)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,5.886056647693163
3052,CHEMBL1683096,1300.0,nM,uM,CS(=O)(=O)N(Cc1ccccc1)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,5.886056647693163
3053,CHEMBL518629,1300.0,nM,uM,Cl.Nc1ccc(CNC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,5.886056647693163
3054,CHEMBL1683118,1300.0,nM,uM,NC(=O)C1CCCN([C@H]2CC[C@@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,5.886056647693163
3055,CHEMBL217212,1300.0,nM,uM,CC(C)(CC(=O)NC(C)(C)Cc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,5.886056647693163
3056,CHEMBL4215849,1300.0,nM,uM,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)cc(=O)n2nccc12,5.886056647693163
3057,CHEMBL504506,1300.0,nM,nM,N[C@H](Cc1cc(F)ccc1F)c1ccc(Br)cc1,5.886056647693163
3058,CHEMBL4240687,1320.0,nM,uM,Cc1cc(-c2cn([C@@H]3CN[C@H](C(=O)N4CCC(F)(F)C4)C3)nn2)ccc1F,5.8794260687941495
3059,CHEMBL3618032,1320.0,nM,uM,Cc1cc(C)c(-n2c(C)nc3c(cnn3-c3ccccc3)c2=O)c(C)c1,5.8794260687941495
3060,CHEMBL395546,1325.0,nM,nM,N[C@@H](CC(=O)N1CCn2nccc21)Cc1cc(F)ccc1F,5.877784121727173
3061,CHEMBL605285,1330.0,nM,nM,COc1cc2c(cc1OC)C1CC(N)C(N3CCC[S+]3[O-])CN1CC2,5.876148359032914
3062,CHEMBL3650435,1343.0,nM,nM,Cn1c2nccc-2c(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2F)c1=O,5.871923987331284
3063,CHEMBL3236106,1388.0,nM,nM,NC[C@H]1CN(c2cccnc2)C(=O)C[C@@H]1c1cc(F)ccc1F,5.857610533881164
3064,CHEMBL521267,1392.0,nM,nM,Cl.N[C@@H](CC(=O)N1CCCN(C(=O)Nc2ccccc2)CC1)Cc1cc(F)c(F)cc1F,5.856360764725457
3065,CHEMBL231050,1397.0,nM,nM,N[C@@H](CC(=O)N1CCn2cc(C(F)(F)F)nc2C1c1ccc(F)cc1)Cc1ccc(F)c(F)c1,5.854803593885818
3066,CHEMBL1683564,1400.0,nM,nM,N[C@H]1CN(c2cc(NC3CC3)ncn2)C[C@@H]1N1CCCC1=O,5.853871964321762
3067,CHEMBL268527,1400.0,nM,uM,COC(=O)C(Cc1ccc(OP(=O)(Oc2ccc(CC(NC(C)=O)C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1)NC(C)=O.Cl,5.853871964321762
3068,CHEMBL470118,1400.0,nM,uM,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1ccc(C(=O)O)cc1)Cc1cc(F)c(F)cc1F,5.853871964321762
3069,CHEMBL452836,1400.0,nM,uM,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)O)Cc1cc(F)c(F)cc1F,5.853871964321762
3070,CHEMBL34603,1400.0,nM,nM,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1,5.853871964321762
3071,CHEMBL392696,1400.0,nM,nM,N#Cc1cccc(-c2cc(N3C[C@H](c4ccccc4)[C@@H](N)C3)ncn2)c1,5.853871964321762
3072,CHEMBL362973,1400.0,nM,uM,C[C@@H](c1ccccc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,5.853871964321762
3073,CHEMBL592005,1410.0,nM,uM,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O.[Cl-],5.85078088734462
3074,CHEMBL511367,1410.0,nM,uM,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1.[Cl-],5.85078088734462
3075,CHEMBL201753,1418.0,nM,nM,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)CCNCC(=O)N3CCC[C@H]3C#N)CC2)cc1,5.848323769152952
3076,CHEMBL509672,1420.0,nM,uM,COC(=O)c1ccc([C@H](N)Cc2cc(F)c(F)cc2F)cc1,5.847711655616944
3077,CHEMBL3236100,1436.0,nM,nM,NC[C@H]1CN(c2ccccc2)C(=O)C[C@@H]1c1cc(F)ccc1F,5.842845560093719
3078,CHEMBL3616908,1440.0,nM,uM,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc(-n3cccn3)cc1)c(=O)n2C,5.84163750790475
3079,CHEMBL519139,1440.0,nM,nM,Cl.N[C@@H](CC(=O)N1CCCNCC1)Cc1cc(F)c(F)cc1F,5.84163750790475
3080,CHEMBL231151,1460.0,nM,nM,CN(C)C(=O)[C@H](c1ccc(-c2ccc(F)cc2)cc1)[C@@H](N)C(=O)N1CC[C@H](F)C1,5.835647144215563
3081,CHEMBL401932,1490.0,nM,uM,CC(c1nc(-c2ccc(S(=O)(=O)C(F)(F)F)cc2)no1)[C@H](N)C(F)=C1CCCC1.O=C(O)C(F)(F)F,5.826813731587726
3082,CHEMBL481725,1500.0,nM,nM,CN1CCN(C(=O)N2CCCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CC2)CC1.Cl,5.823908740944319
3083,CHEMBL192396,1500.0,nM,uM,C[C@@H](c1ccc(-c2nccs2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,5.823908740944319
3084,CHEMBL1812911,1500.0,nM,uM,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(CCC(N)=O)ccc2c1=O.Cl,5.823908740944319
3085,CHEMBL394507,1500.0,nM,uM,CCCC[C@H]1CN(c2ccc3ccccc3c2)CC[C@H]1N,5.823908740944319
3086,CHEMBL1160335,1500.0,nM,uM,CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F,5.823908740944319
3087,CHEMBL234047,1520.0,nM,nM,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3ccccn3)CN1CC2,5.818156412055227
3088,CHEMBL321724,1540.0,nM,nM,N#Cc1ccc(NCCN2CC(=O)N3CCC[C@H]3C2=N)nc1,5.8124792791635365
3089,CHEMBL184937,1552.0,nM,nM,N[C@@H](CC(=O)N1CCSC1)Cc1ccc([N+](=O)[O-])cc1,5.80910828307783
3090,CHEMBL388433,1580.0,nM,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(Cl)c(Cl)c1,5.801342913045577
3091,CHEMBL3330059,1580.0,nM,uM,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1cc(F)cc(F)c1,5.801342913045577
3092,CHEMBL3650436,1590.0,nM,nM,Cn1c2nccc-2c(N2CCC[C@@H](N)C2)n(Cc2cccc(F)c2)c1=O,5.798602875679549
3093,CHEMBL461129,1600.0,nM,uM,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1ccccc1)Cc1cc(F)c(F)cc1F,5.795880017344075
3094,CHEMBL1812736,1600.0,nM,uM,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(Cl)ccc2c1=O,5.795880017344075
3095,CHEMBL4752835,1600.0,nM,uM,Cc1ccc(Nc2cc(N3CCNCC3)nc3ccnn23)c(C)c1,5.795880017344075
3096,CHEMBL471343,1600.0,nM,uM,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)Nc1ccc(N2CCOCC2)cc1)Cc1cc(F)c(F)cc1F,5.795880017344075
3097,CHEMBL460949,1600.0,nM,uM,CCOC(=O)c1ccc(OC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,5.795880017344075
3098,CHEMBL493760,1600.0,nM,uM,N[C@@H](CCC(=O)N1Cc2ccccc2C1)C(=O)N1CCSC1,5.795880017344075
3099,CHEMBL189046,1600.0,nM,uM,CN(C)C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,5.795880017344075
3100,CHEMBL264551,1600.0,nM,nM,C[C@@H]1CNCCN1C(=O)C[C@H](N)Cc1ccccc1F,5.795880017344075
3101,CHEMBL459883,1600.0,nM,uM,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)Nc1ccccc1)Cc1cc(F)c(F)cc1F,5.795880017344075
3102,CHEMBL256624,1600.0,nM,uM,Cn1cnc2ccc(-c3ccccc3O)c(CN)c21,5.795880017344075
3103,CHEMBL196188,1600.0,nM,nM,CN(CC(=O)N1CCC[C@@H]1B(O)O)C1C2CC3CC(C2)CC1C3,5.795880017344075
3104,CHEMBL220301,1610.0,nM,uM,C[C@H](c1nc(-c2ccc(C(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1,5.79317412396815
3105,CHEMBL361263,1640.0,nM,nM,NC(CC(=O)N1CCC[C@H]1C(=O)NCCCCc1c[nH]cn1)Cc1ccccc1F.O=C(O)C(F)(F)F,5.785156151952302
3106,CHEMBL2011528,1650.0,nM,uM,N[C@H]1CN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C[C@@H]1c1cc(F)ccc1F,5.782516055786093
3107,CHEMBL1683480,1700.0,nM,nM,CN(C)C(=O)C1SCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,5.769551078621726
3108,CHEMBL171430,1700.0,nM,uM,N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc3ccccc23)C1,5.769551078621726
3109,CHEMBL184986,1700.0,nM,nM,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(F)c(F)c1,5.769551078621726
3110,CHEMBL357606,1700.0,nM,uM,CCC(C)C(N)C(=O)N1CCSC1,5.769551078621726
3111,CHEMBL552788,1700.0,nM,uM,C[C@@H](c1ccc(C(=O)[n+]2ccc[nH]2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C([O-])C(F)(F)F,5.769551078621726
3112,CHEMBL480943,1715.0,nM,nM,N#Cc1ccc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c2ccccc12,5.7657358756212105
3113,CHEMBL4242321,1780.0,nM,uM,CC1(C)[C@H]2CC[C@]1(C)[C@@H](NCC(=O)N1CCC[C@H]1C#N)C2,5.7495799976911055
3114,CHEMBL220249,1790.0,nM,uM,C[C@H](c1nc(-c2ccc(OC(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1,5.747146969020107
3115,CHEMBL1683116,1800.0,nM,uM,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@@H](N2CCCCC2)CC1,5.7447274948966935
3116,CHEMBL3616906,1800.0,nM,uM,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc(-c3ccccc3C#N)cc1)c(=O)n2C,5.7447274948966935
3117,CHEMBL2333023,1800.0,nM,nM,O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1cccnc1,5.7447274948966935
3118,CHEMBL216774,1820.0,nM,uM,C[C@H](c1nc(-c2ccccc2C(F)F)no1)[C@H](N)C(=O)N1CCCC1,5.739928612014925
3119,CHEMBL218254,1830.0,nM,uM,C[C@H](c1nc(-c2ccc(Cl)cc2Cl)co1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,5.73754891026957
3120,CHEMBL378750,1860.0,nM,nM,CC(C)(C)C(=O)CC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,5.730487055782083
3121,CHEMBL186649,1900.0,nM,uM,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1OCC(=O)NC1CC1)Cc1ccccc1,5.721246399047171
3122,CHEMBL1812904,1900.0,nM,uM,CNC(=O)c1ccc2c(=O)n(CC(C)C)c(CN)c(-c3ccccc3)c2c1.Cl,5.721246399047171
3123,CHEMBL472200,1900.0,nM,uM,CCOC(=O)COc1cccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)c1.Cl,5.721246399047171
3124,CHEMBL1812738,1900.0,nM,uM,CC(C)(C)Cn1c(CN)c(-c2ccccc2)c2cc(Cl)ccc2c1=O,5.721246399047171
3125,CHEMBL460950,1900.0,nM,uM,COC(=O)Cc1ccc(OC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,5.721246399047171
3126,CHEMBL184738,1900.0,nM,nM,N[C@@H](CC(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1OCC(=O)NC1CC1)Cc1ccccc1,5.721246399047171
3127,CHEMBL445544,1930.0,nM,uM,CC(C)[C@H](N)Cc1cc(F)c(F)cc1F,5.714442690992226
3128,CHEMBL3330061,1940.0,nM,uM,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@@H](N)Cc1ccccc1,5.7121982700697735
3129,CHEMBL210920,1957.0,nM,uM,O=C(NCc1ccccc1)[C@@H]1CN[C@H](C(=O)N2CCCC2)C1,5.708409174341998
