,molecule_chembl_id,IC50,units,units.1,smiles,pIC50
0,CHEMBL4113723,0.05,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3cc(F)ccc3s1)c(=O)n2C,10.301029995663981
1,CHEMBL4448186,0.1,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Cl)cc1C(=O)O)c(=O)n2C,10.0
2,CHEMBL4111229,0.1,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3ccccc3s1)c(=O)n2C,10.0
3,CHEMBL186877,0.1,nM,nM,COc1cc(OC)cc(-c2nc(-c3ccc(Cl)cc3Cl)c(CN(C)C)c(N(C)C)n2)c1,10.0
4,CHEMBL34062,0.1,nM,nM,COc1cc(OC)cc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,10.0
5,CHEMBL3806052,0.12,nM,nM,N[C@H]1C[C@@H](N2Cc3nn4nccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,9.920818753952375
6,CHEMBL370046,0.13,nM,nmol/L,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1C#N,9.886056647693163
7,CHEMBL456420,0.13,nM,nM/L,N#Cc1ccc(N[C@@H]2CNC(C(=O)N3CCC[C@H]3C#N)C2)cc1C#N,9.886056647693163
8,CHEMBL5220657,0.13,nM,nM,C=COC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,9.886056647693163
9,CHEMBL194717,0.13,nM,nmol/L,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1Cl,9.886056647693163
10,CHEMBL5220613,0.14,nM,nM,CCOC(=O)/C=C/OC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,9.853871964321762
11,CHEMBL3805966,0.14,nM,nM,Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.853871964321762
12,CHEMBL445437,0.15,nM,nM/L,N#Cc1ccc(N[C@@H]2CNC(C(=O)N3CCC[C@H]3C#N)C2)cc1Cl,9.823908740944319
13,CHEMBL5220594,0.16,nM,nM,C=COC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,9.795880017344075
14,CHEMBL3644459,0.17,nM,nM,NC(=O)c1[nH]nc2c1CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2,9.769551078621726
15,CHEMBL1203953,0.18,nM,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)[C@H]1Cc1ccc(F)cc1)Cc1cc(F)c(F)cc1F,9.744727494896694
16,CHEMBL370540,0.18,nM,nmol/L,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](Nc2ccc([N+](=O)[O-])cc2)CN1,9.744727494896694
17,CHEMBL4465482,0.18,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(Cl)ccc1C(=O)O)c(=O)n2C,9.744727494896694
18,CHEMBL371143,0.19,nM,nmol/L,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1,9.721246399047171
19,CHEMBL2147704,0.2,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3nnnn3-c3ccccc3)CC2)CN1)N1CCSC1,9.698970004336019
20,CHEMBL4109453,0.2,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3cc(Cl)ccc3s1)c(=O)n2C,9.698970004336019
21,CHEMBL402163,0.21,nM,uM,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1.O=C(O)C(F)(F)F,9.67778070526608
22,CHEMBL4461587,0.22,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Br)cc1C(=O)O)c(=O)n2C,9.657577319177793
23,CHEMBL3805629,0.23,nM,nM,Cc1nc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.638272163982407
24,CHEMBL3806041,0.24,nM,nM,N[C@H]1C[C@@H](N2Cc3cnc4nnc(C5CC5)n4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,9.619788758288394
25,CHEMBL195420,0.25,nM,nmol/L,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)nc1,9.602059991327963
26,CHEMBL5219939,0.26,nM,nM,CC(C)(C)OC(=O)NCC(=O)N1CCC[C@H]1C(=O)O/C=C/c1ccccc1,9.585026652029182
27,CHEMBL2147703,0.26,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3nccn3-c3ccccc3)CC2)CN1)N1CCSC1,9.585026652029182
28,CHEMBL5220750,0.27,nM,nM,NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)O/C=C/c1ccccc1,9.568636235841012
29,CHEMBL5219451,0.28,nM,nM,NCC(=O)N1CCC[C@H]1C(=O)O/C=C/c1ccccc1,9.55284196865778
30,CHEMBL5219299,0.28,nM,nM,C=COC(=O)[C@@H]1CCCN1C(=O)CN,9.55284196865778
31,CHEMBL433811,0.28,nM,nmol/L,COc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1OC,9.55284196865778
32,CHEMBL217702,0.29,nM,nM,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1cnccn1)Cc1cc(F)c(F)cc1F,9.537602002101044
33,CHEMBL195189,0.3,nM,nM,CC(C)[C@H](N)C(=O)N1CCC[C@@H]1B(O)O,9.522878745280337
34,CHEMBL2147712,0.3,nM,nmol/L,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccc(F)c2)n1,9.522878745280337
35,CHEMBL366290,0.3,nM,nM,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)CC(N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,9.522878745280337
36,CHEMBL2063040,0.3,nM,nM,N=C(N)NCCC[C@H](N)C(=O)N1C[C@@H](O)C[C@H]1B(O)O,9.522878745280337
37,CHEMBL3736137,0.3,nM,nM,N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)c4c[nH]cn4)c3C2)CO[C@@H]1c1cc(F)ccc1F,9.522878745280337
38,CHEMBL536090,0.31,nM,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1C(F)(F)F)Cc1cc(F)c(F)cc1F,9.508638306165727
39,CHEMBL2147709,0.32,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3cc(C(F)(F)F)nn3-c3ccccc3)CC2)CN1)N1CCSC1,9.494850021680094
40,CHEMBL195063,0.33,nM,nmol/L,COc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1,9.481486060122112
41,CHEMBL1651766,0.33,nM,nM,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccsc2c1=O,9.481486060122112
42,CHEMBL1819089,0.34,nM,nM,Cl.Cn1c(=O)c2c(cc(N3CCC[C@@H](N)C3)n2Cc2cc(F)ccc2C#N)n(C)c1=O,9.468521082957745
43,CHEMBL3686733,0.35,nM,nM,C[C@H](N)C(=S)N1CCC[C@H]1B(O)O,9.455931955649724
44,CHEMBL2147777,0.37,nM,nmol/L,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,9.431798275933005
45,CHEMBL2058971,0.37,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3cc(C(F)(F)F)nc4ccccc34)CC2)CN1)N1CCSC1,9.431798275933005
46,CHEMBL5219532,0.37,nM,nM,CC(C)=CCC/C(C)=C/OC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,9.431798275933005
47,CHEMBL4068446,0.38,nM,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(-c4nc(C(=O)O)cs4)cc23)cc1.Cl.Cl,9.42021640338319
48,CHEMBL3675618,0.38,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,9.42021640338319
49,CHEMBL564249,0.38,nM,nM,CS(=O)(=O)c1cccc(C(=O)NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cccc(Cl)c2)c1,9.42021640338319
50,CHEMBL2058762,0.39,nM,nmol/L,N#Cc1ccc2[nH]c(N3CCN([C@@H]4CN[C@H](C(=O)N5CCSC5)C4)CC3)nc2c1,9.4089353929735
51,CHEMBL2425893,0.4,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O,9.397940008672037
52,CHEMBL557176,0.4,nM,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccn1)Cc1cc(F)c(F)cc1F,9.397940008672037
53,CHEMBL3697942,0.4,nM,nM,C[C@H](F)CN1C[C@H](N2Cc3cn(S(C)(=O)=O)nc3C2)C[C@H](N)C1c1cc(F)ccc1F,9.397940008672037
54,CHEMBL3735843,0.4,nM,nM,N[C@H]1C[C@@H](N2Cc3[nH]nc(S(=O)(=O)c4ccccc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,9.397940008672037
55,CHEMBL2058758,0.42,nM,nmol/L,N#Cc1ccc2sc(N3CCN([C@@H]4CN[C@H](C(=O)N5CCSC5)C4)CC3)nc2c1,9.3767507096021
56,CHEMBL539352,0.43,nM,nM,COc1ccc(CC2c3nnc(C(F)(F)F)n3CCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,9.366531544420413
57,CHEMBL4588692,0.44,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(OC)ccc1C(=O)O)c(=O)n2C,9.356547323513812
58,CHEMBL540888,0.46,nM,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1F)Cc1cc(F)c(F)cc1F,9.337242168318426
59,CHEMBL3644460,0.46,nM,nM,N#Cc1[nH]nc2c1CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2,9.337242168318426
60,CHEMBL5220474,0.46,nM,nM,COC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,9.337242168318426
61,CHEMBL364102,0.48,nM,nM,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,9.318758762624412
62,CHEMBL445949,0.48,nM,nM,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,9.318758762624412
63,CHEMBL2147070,0.48,nM,nM,Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2cc(F)ccc2Cl)c2ccc(C(=O)O)cc21,9.318758762624412
64,CHEMBL216178,0.49,nM,nM,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccn1)Cc1cc(F)c(F)cc1F,9.309803919971486
65,CHEMBL2425059,0.5,nM,nM,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,9.301029995663981
66,CHEMBL591279,0.5,nM,nM,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cccc(CF)c3)CN1CC2,9.301029995663981
67,CHEMBL1951598,0.5,nM,nM,COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCC[C@H](N)C4)n3CC=C(C)C)n(C)c2=O)c1,9.301029995663981
68,CHEMBL1951432,0.5,nM,nM,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,9.301029995663981
69,CHEMBL3805751,0.5,nM,nM,Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.301029995663981
70,CHEMBL3644456,0.5,nM,nM,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2,9.301029995663981
71,CHEMBL2058756,0.5,nM,nmol/L,N#Cc1ccc2oc(N3CCN([C@@H]4CN[C@H](C(=O)N5CCSC5)C4)CC3)nc2c1,9.301029995663981
72,CHEMBL536536,0.5,nM,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1C(O)c1ccc(F)cc1)Cc1cc(F)c(F)cc1F,9.301029995663981
73,CHEMBL3805154,0.5,nM,nM,Cc1cc(O)n2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.301029995663981
74,CHEMBL1229820,0.5,nM,nM,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(CF)c3)CN1CC2,9.301029995663981
75,CHEMBL3654424,0.5,nM,nM,Cc1c2c(nn1S(=O)(=O)C1(C)CC1)CN([C@H]1CCO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,9.301029995663981
76,CHEMBL2058975,0.51,nM,nmol/L,N#Cc1cnc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)c2ccccc12,9.292429823902063
77,CHEMBL195335,0.53,nM,nmol/L,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](Nc2ccccc2)CN1,9.275724130399212
78,CHEMBL4164470,0.54,nM,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3ccc(F)cc3)c[nH]c2c1=O,9.267606240177031
79,CHEMBL4176578,0.54,nM,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3cccs3)c[nH]c2c1=O,9.267606240177031
80,CHEMBL2058757,0.55,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3nc4ccccc4s3)CC2)CN1)N1CCSC1,9.259637310505756
81,CHEMBL2147056,0.55,nM,nM,Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c3ccc(C(=O)O)cc3n(C)c(=O)c21.Cl,9.259637310505756
82,CHEMBL2058970,0.56,nM,nmol/L,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)c2ccccc2n1,9.2518119729938
83,CHEMBL3806023,0.56,nM,nM,Cc1nnc2ncc3c(n12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.2518119729938
84,CHEMBL2058761,0.59,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3nc4cc(Cl)ccc4[nH]3)CC2)CN1)N1CCSC1,9.229147988357855
85,CHEMBL3806021,0.6,nM,nM,Cc1ccnc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.221848749616356
86,CHEMBL3806157,0.6,nM,nM,Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,9.221848749616356
87,CHEMBL165,0.6,nM,nM,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,9.221848749616356
88,CHEMBL3632865,0.6,nM,nM,CC[C@@H](C)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N,9.221848749616356
89,CHEMBL3806310,0.6,nM,nM,Cc1cc(O)nc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.221848749616356
90,CHEMBL461117,0.6,nM,nM,CC[C@H](C)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N,9.221848749616356
91,CHEMBL3644458,0.6,nM,nM,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2,9.221848749616356
92,CHEMBL2058972,0.61,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3ccnc4cc(Cl)ccc34)CC2)CN1)N1CCSC1,9.214670164989233
93,CHEMBL4169845,0.61,nM,nM,CS(=O)(=O)c1cccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)c1,9.214670164989233
94,CHEMBL2058973,0.61,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3nccc4ccccc34)CC2)CN1)N1CCSC1,9.214670164989233
95,CHEMBL2147773,0.62,nM,nmol/L,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccnc2)n1,9.207608310501746
96,CHEMBL2147771,0.63,nM,nmol/L,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccn2)n1,9.200659450546418
97,CHEMBL512651,0.64,nM,nM,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(Cl)ccc4F)CCS(=O)(=O)CC3)sc2c1,9.193820026016112
98,CHEMBL539350,0.66,nM,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1)Cc1cc(F)c(F)cc1F,9.18045606445813
99,CHEMBL2425061,0.66,nM,nM,N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,9.18045606445813
100,CHEMBL233564,0.67,nM,nM,N[C@H]1C[C@@H](N2Cc3cncnc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,9.173925197299173
101,CHEMBL1765236,0.7,nM,nM,C[C@H](NC(=O)CCC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1B(O)O,9.154901959985743
102,CHEMBL3735865,0.7,nM,nM,CC(C)S(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,9.154901959985743
103,CHEMBL2425894,0.7,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(F)cc3n2)c1=O,9.154901959985743
104,CHEMBL3644462,0.7,nM,nM,N[C@H]1C[C@@H](N2Cc3nc(-c4ccccc4)[nH]c3C2)CSC1c1cc(F)ccc1F,9.154901959985743
105,CHEMBL3639433,0.7,nM,nM,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CSC1c1cc(F)ccc1F,9.154901959985743
106,CHEMBL3806029,0.7,nM,nM,Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.154901959985743
107,CHEMBL3805294,0.7,nM,nM,Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,9.154901959985743
108,CHEMBL3806216,0.7,nM,nM,N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,9.154901959985743
109,CHEMBL3694422,0.7,nM,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CNC1c1cc(F)c(F)cc1F,9.154901959985743
110,CHEMBL4536341,0.72,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(Br)ccc1C(=O)O)c(=O)n2C,9.142667503568731
111,CHEMBL4175111,0.72,nM,nM,CS(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)cc1,9.142667503568731
112,CHEMBL2058974,0.73,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3ncc(Cl)c4ccccc34)CC2)CN1)N1CCSC1,9.136677139879545
113,CHEMBL5218500,0.75,nM,nM,C/C=C/OC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,9.1249387366083
114,CHEMBL4454091,0.75,nM,nM,CCOC(=O)N1CCN(c2ccc3nnc(-c4cccc(C)c4)n3n2)CC1,9.1249387366083
115,CHEMBL4638480,0.76,nM,nM,O=[N+]([O-])c1cccc(/C=N/N2C(c3ccccc3)=Nc3ccc(I)cc3C2NC2NC=CS2)c1,9.119186407719209
116,CHEMBL4239107,0.76,nM,nM,O=[N+]([O-])c1cccc(/C=N/N2C(c3ccccc3)=Nc3ccc(I)cc3C2Nc2nccs2)c1,9.119186407719209
117,CHEMBL4165967,0.76,nM,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3ccsc3)c[nH]c2c1=O,9.119186407719209
118,CHEMBL4162971,0.77,nM,nM,CS(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)c(F)c1,9.113509274827518
119,CHEMBL4172793,0.77,nM,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(F)c[nH]c2c1=O,9.113509274827518
120,CHEMBL504021,0.79,nM,nM,N[C@@H](CC(=O)NC1(c2nc3ccc(OCCN4CCOCC4)cc3s2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,9.102372908709558
121,CHEMBL4169403,0.79,nM,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,9.102372908709558
122,CHEMBL3632867,0.8,nM,nM,CC[C@@H](C)[C@H](N)C(=O)N1CC(F)(F)C[C@H]1C#N,9.096910013008056
123,CHEMBL2058760,0.8,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3nc4ccccc4[nH]3)CC2)CN1)N1CCSC1,9.096910013008056
124,CHEMBL4856337,0.8,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)c(C(=O)O)c2)c1=O,9.096910013008056
125,CHEMBL196120,0.8,nM,nM,C[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,9.096910013008056
126,CHEMBL364140,0.83,nM,nM,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2ccc(C(F)(F)F)cc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,9.080921907623926
127,CHEMBL2147713,0.85,nM,nmol/L,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2F)n1,9.070581074285707
128,CHEMBL1651763,0.87,nM,nM,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2sccc2c1=O,9.060480747381382
129,CHEMBL365322,0.89,nM,nM,CC(C)[C@H](N)C(=O)N[C@@H](C)B(O)O,9.050609993355087
130,CHEMBL3697938,0.9,nM,nM,CN1C[C@H](N2Cc3cn(S(C)(=O)=O)nc3C2)C[C@H](N)C1c1cc(F)c(F)cc1F,9.045757490560675
131,CHEMBL1779710,0.9,nM,nM,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,9.045757490560675
132,CHEMBL386380,0.91,nM,nM,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccc1)Cc1cc(F)c(F)cc1F,9.040958607678906
133,CHEMBL399610,0.92,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3ccc([N+](=O)[O-])cn3)CC2)CN1)N1CCSC1,9.036212172654444
134,CHEMBL2147707,0.94,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3ccnn3-c3ccccc3)CC2)CN1)N1CCSC1,9.0268721464003
135,CHEMBL2058969,0.95,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3ccnc4ccccc34)CC2)CN1)N1CCSC1,9.022276394711152
136,CHEMBL3686737,1.0,nM,nM,N[C@H](C(=O)N1CCC[C@H]1B(O)O)C1CCCCC1,9.0
137,CHEMBL237500,1.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,9.0
138,CHEMBL4863102,1.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(F)c(C(=O)O)c2)c1=O,9.0
139,CHEMBL4865204,1.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)c(C(=O)O)c2)c1=O,9.0
140,CHEMBL1683506,1.0,nM,nM,CC(C)[C@@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O.Cl,9.0
141,CHEMBL3893759,1.0,nM,nM,C/C=C/Cn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1OCC(=O)NC)c(=O)n2C,9.0
142,CHEMBL471834,1.0,nM,nM,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCS(=O)(=O)CC3)sc2c1,9.0
143,CHEMBL3965981,1.0,nM,nM,C/C=C/Cn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1OCC(=O)NC)c(=O)n2C,9.0
144,CHEMBL3645497,1.0,nM,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)ccc1F,9.0
145,CHEMBL566425,1.0,nM,uM,CS(=O)(=O)N1CC(c2noc([C@@H]3CCCN3C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)n2)C1,9.0
146,CHEMBL241253,1.0,nM,nmol/L,N#Cc1ccc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)nc1,9.0
147,CHEMBL237289,1.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1OCC(=O)NC)c(=O)n2C,9.0
148,CHEMBL3903787,1.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ncc(C)c3ccccc13)c(=O)n2C,9.0
149,CHEMBL2425075,1.0,nM,nM,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,9.0
150,CHEMBL3694424,1.0,nM,nM,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(CC(=O)N2CC[C@@H](F)C2)C1c1cc(F)ccc1F,9.0
151,CHEMBL1951599,1.0,nM,nM,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,9.0
152,CHEMBL256121,1.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c(C)nn(Cc3nc(C)c4ccccc4n3)c(=O)c21,9.0
153,CHEMBL1951430,1.0,nM,nM,COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CCC[C@H](N)C4)n(CC=C(C)C)c3c2=O)c1,9.0
